1653,4406
1531,4340
1785,4506
1646,4444
1702,4349
1775,3693
1732,4448
1357,4354
1751,4386
1512,4499
1683,4412
1081,4371
1691,4343
1576,4142
1572,4523
1515,4416
1505,4443
1731,4445
1502,4341
1548,4480
1588,3819
1223,3745
1573,4478
1557,4488
1716,4355
1156,4412
1600,3900
1622,4468
1580,4520
1201,4452
1662,4476
1603,4322
1627,4518
1734,4524
1422,4359
1521,4458
1604,3561
1669,4468
1630,4027
1421,4502
1613,4319
1564,4387
1630,4334
1645,4451
1656,3616
1632,4506
1563,3635
1724,4318
1722,4360
1543,4478
1182,4393
1501,4437
1739,3881
1588,4326
1535,4479
1788,4368
1208,3566
1638,4415
1738,4390
1536,3525
1771,4422
1479,4424
1526,4527
1660,4357
1714,4395
1223,4501
1675,4346
1591,3740
1747,4528
1673,3970
1691,4350
1055,4487
1719,4426
1593,4529
1577,4461
1491,4410
1773,4485
1515,4521
1613,4400
1759,4484
1615,4338
1595,3515
1696,4347
1564,4360
1277,4408
1578,4340
1674,4353
1164,4507
1764,4467
1055,4473
1672,4470
1522,3819
1589,3745
1736,4464
1231,4482
1427,4372
1652,4464
1511,4424
1525,4464
1570,4499
1781,4481
1753,4451
1553,4351
1576,4438
1574,4533
1635,4423
1724,4332
1540,3722
1713,4383
1493,3686
1661,4377
1618,3708
1566,4438
1509,4357
1616,3847
1282,4356
1787,4510
1667,3501
1543,4324
1756,3923
1601,3905
1544,4362
1598,4027
1574,4418
1498,4027
1785,4324
1412,4370
1562,4370
1687,4447
1643,4380
1663,4437
1678,4374
1513,4405
1595,4475
1787,4520
1384,4519
1494,4432
1705,4370
1758,4504
1721,4513
1689,4052
1563,4340
1627,4246
1612,4470
1104,4326
1755,4400
1607,4484
1709,4014
1492,4027
1607,3479
1625,3605
1601,4041
1650,3757
1277,3900
1508,4462
1691,3475
1746,4486
1605,4345
1508,3588
1561,3605
1632,3494
1724,4482
1242,4481
1765,4319
1602,4406
1550,4385
1754,3566
1737,4428
1661,4352
1686,4399
1499,4518
1132,4406
1731,4324
1572,3757
1713,4465
1782,4427
1242,4533
1762,3633
1485,4473
1207,4482
1513,4329
1616,4525
1667,4483
1582,4499
1701,4131
1717,3708
1545,4507
1758,4490
1573,4368
1778,4508
1553,4479
1556,3452
1619,3992
1502,4161
1672,4365
1698,4435
1490,4484
1567,4495
1385,3709
1584,4437
1619,4320
1544,4525
1532,4464
1671,3467
1747,4509
1710,4407
1156,3635
1710,4485
1665,4143
1620,3525
1282,4391
1550,4425
1429,4322
1645,3633
1497,4519
1636,4500
1783,4451
1207,4448
1520,4487
1769,3967
1690,4375
1710,4510
1731,4482
1545,4399
1577,4469
1055,4246
1208,4475
1729,3923
1493,4415
1663,4399
1726,4448
1207,4500
1717,4006
1725,4497
1526,4394
1632,4419
1758,3620
1725,4325
1697,4329
1741,4482
1561,4466
1516,3819
1495,4491
1720,4424
1600,3529
1751,4394
1207,4447
1520,3693
1603,4511
1567,4328
1498,4439
1518,4504
1629,4349
1695,4468
1603,4450
1616,4502
1610,4469
1651,4396
1744,3511
1653,4336
1666,4388
1765,4507
1735,4368
1694,3515
1732,4496
1766,4342
1750,3693
1550,4328
1104,4441
1575,4345
1605,3511
1622,4347
1548,4474
1500,4382
1734,3634
1461,3686
1509,4492
1734,4389
1678,4404
1101,4324
1714,4491
1596,4526
1642,4464
1599,4327
1573,3722
1511,4510
1666,4354
1729,3485
1758,3516
1269,4052
1723,4470
1101,3591
1612,4404
1720,4492
1522,3591
1577,4376
1706,4403
1730,4491
1518,4418
1670,4454
1604,4330
1578,3516
1269,4462
1231,4425
1662,3502
1591,4387
1645,4340
1556,4488
1706,4362
1506,3819
1255,4428
1552,4467
1708,4333
1678,4480
1624,4350
1650,4293
1633,3836
1720,4463
1677,4366
1679,3529
1665,3481
1543,3485
1702,4463
1385,4358
1647,4494
1588,4246
1149,4462
1689,3485
1539,4476
1592,4494
1384,3823
1606,4497
1512,3525
1181,4389
1702,4500
1759,4522
1646,4473
1704,4520
1525,3799
1255,4362
1541,4509
1643,4320
1762,4390
1734,3475
1744,4454
1738,4375
1759,3745
1786,3905
1591,4331
1727,4340
1786,4388
1700,4495
1195,4418
1601,4473
1732,4523
1605,4442
1496,3634
1782,4370
1550,4354
1182,4525
1694,4395
1589,3923
1498,4463
1384,4358
1491,4394
1533,4477
1756,3970
1684,3486
1023,3480
1427,4330
1716,4457
1598,4368
1743,3891
1557,4332
1775,4444
1638,3693
1689,4370
1421,4368
1754,4453
1703,4485
1782,4457
1729,4338
1558,4404
1742,4440
1277,4473
1651,4426
1605,4347
1163,3479
1673,4332
1684,4422
1538,4375
1787,4402
1595,4353
1412,4416
1732,4379
1621,4445
1602,4370
1636,4434
1758,4338
1081,4426
1645,4027
1631,3475
1770,4354
1725,4473
1567,4458
1724,4420
1561,3515
1629,3511
1181,3516
1777,4516
1163,4345
1062,3481
1748,3566
1716,4438
1638,4351
1645,3484
1778,3472
1737,4351
1495,4379
1634,4483
1636,4322
1490,4498
1602,4461
1235,4340
1609,4410
1500,4052
1507,4450
1774,4352
1531,4432
1626,4359
1668,4052
1277,4407
1664,3620
1496,4363
1512,4352
1357,3823
1049,4494
1546,3605
1513,3444
1607,4419
1539,4349
1508,4362
1421,4438
1055,4375
1630,4503
1715,4436
1783,3959
1600,3970
1637,4418
1062,4452
1725,4347
1673,4414
1201,4411
1556,4422
1591,4355
1520,4339
1699,4466
1570,3740
1534,3745
1637,4320
1685,4410
1742,4521
1740,4356
1516,4451
1485,4333
1696,3566
1104,4456
1641,4417
1542,4439
1742,3502
1558,4481
1579,4388
1779,4359
1579,4342
1624,3959
1461,4386
1736,4417
1625,4372
1575,4481
1707,3709
1691,4052
1498,4398
1607,4041
1730,3722
1514,3891
1049,4014
1774,4516
1592,3693
1712,4423
1638,3501
1627,3605
1633,4439
1556,4379
1713,3505
1601,4461
1732,3819
1525,4385
1584,4425
1081,4405
1616,4528
1412,4508
1593,4484
1684,4466
1552,4376
1579,4319
1590,4382
1749,4531
1654,4410
1580,3935
1702,4465
1104,3472
1719,3923
1756,4529
1640,3757
1519,4454
1613,4347
1620,4499
1615,3840
1686,4378
1714,3467
1683,4416
1599,4381
1516,4514
1613,4431
1728,3708
1625,4456
1730,4374
1594,4293
1636,4410
1505,4404
1760,4383
1722,4478
1605,3709
1717,3616
1665,4418
1673,4367
1495,4453
1785,4331
1593,4517
1665,4492
1495,4360
1560,3760
1688,4498
1491,3836
1701,4435
1701,3480
1536,4523
1181,4403
1157,4293
1513,4511
1621,3959
1711,4142
1479,4473
1686,4383
1573,3588
1655,4431
1616,4488
1572,4354
1712,4370
1738,3686
1534,4333
1223,4369
1772,3599
1664,4517
1744,4491
1719,4373
1737,4357
1720,4528
1608,4325
1062,4398
1647,4421
1536,3819
1678,4394
1645,4437
1333,4450
1532,4497
1156,3681
1597,3485
1422,4332
1772,4337
1671,4375
1780,4522
1502,4404
1717,4495
1767,4348
1357,3905
1733,4335
1787,4400
1506,4508
1596,4456
1677,4483
1600,4381
1770,4481
1656,4474
1553,4366
1620,4361
1556,4041
1548,3467
1673,4385
1509,4473
1704,3634
1520,4488
1535,4435
1739,4455
1684,4371
1516,4422
1062,4484
1545,4380
1573,4407
1600,4365
1522,4500
1764,4427
1525,4442
1175,4429
1546,4404
1706,4391
1132,4401
1745,3836
1566,4484
1560,4052
1714,4341
1717,4446
1693,4475
1687,4006
1752,4480
1528,4492
1620,3561
1692,4347
1501,3900
1754,4330
1760,3529
1786,4472
1647,3757
1769,3840
1637,4533
1753,4433
1779,4346
1588,3515
1055,4319
1636,4427
1384,4437
1730,4469
1525,4396
1719,3760
1524,3970
1615,4369
1563,4378
1663,3634
1617,4397
1565,4454
1554,4473
1664,4435
1634,4395
1081,4320
1557,4494
1609,4322
1507,4457
1633,4387
1333,3967
1721,4495
1701,4456
1538,4396
1575,4465
1629,4475
1784,3515
1427,3732
1623,3470
1602,4027
1759,4360
1664,4440
1526,4370
1513,4518
1724,4438
1694,4477
1594,4372
1502,4522
1705,4514
1686,4514
1660,3525
1711,4340
1163,4343
1724,3732
1788,3629
1758,4374
1502,4426
1649,4391
1448,3516
1565,4495
1717,3923
1574,4437
1023,4341
1749,3905
1759,4408
1628,4344
1586,4420
1549,4440
1661,4463
1729,4427
1157,4350
1625,4334
1760,4508
1503,4041
1693,4477
1525,3485
1703,4345
1081,4472
1605,3891
1677,3970
1699,3472
1677,3502
1611,3935
1674,3481
1651,3515
1181,4495
1782,3530
1770,4324
1195,3479
1714,3471
1533,4325
1656,4480
1544,4344
1635,4464
1714,4360
1596,4455
1501,4441
1643,4319
1495,4345
1496,4452
1521,4488
1504,4429
1427,4385
1530,3588
1576,4429
1756,4463
1156,3732
1558,3732
1740,4319
1594,3616
1775,4436
1595,4506
1710,4441
1783,4375
1773,4400
1707,3561
1769,3760
1081,4437
1736,4511
1164,4506
1509,4469
1591,4328
1665,4484
1622,3634
1694,4403
1496,4360
1696,4343
1384,4506
1062,4460
1561,4474
1664,4368
1707,4347
1688,4483
1754,3505
1677,4386
1497,4293
1163,4495
1528,4338
1616,4433
1748,3847
1620,4380
1681,3530
1674,3905
1695,4425
1690,4350
1711,4348
1766,4344
1676,4419
1693,4435
1693,4398
1563,4431
1588,4381
1558,3501
1601,4426
1762,3525
1604,3681
